Plot,Date,Observers,Transect,Meter,Cover type,Cover class,Midpoint value
RAV358120,7/8/2015,JV,W,5,Rock,2,15
RAV358120,7/8/2015,JV,W,5,Crust,0,0
RAV358120,7/8/2015,JV,W,6,Cheatgrass,1,2.5
RAV358120,7/8/2015,JV,W,6,Other Ann Grass,0,0
RAV358120,7/8/2015,JV,W,6,Perennial grass,1,2.5
RAV358120,7/8/2015,JV,W,6,Annual forb,0,0
RAV358120,7/8/2015,JV,W,6,Perennial forb ,0,0
RAV358120,7/8/2015,JV,W,6,Shrub ,0,0
RAV358120,7/8/2015,JV,W,6,Bare Ground,0,0
RAV358120,7/8/2015,JV,W,6,Litter,0,0
RAV358120,7/8/2015,JV,W,6,Gravel,3,37.5
RAV358120,7/8/2015,JV,W,6,Rock,4,62.5
RAV358120,7/8/2015,JV,W,6,Crust,0,0
RAV358120,7/8/2015,JV,W,9,Cheatgrass,1,2.5
RAV358120,7/8/2015,JV,W,9,Other Ann Grass,0,0
RAV358120,7/8/2015,JV,W,9,Perennial grass,0,0
RAV358120,7/8/2015,JV,W,9,Annual forb,0,0
RAV358120,7/8/2015,JV,W,9,Perennial forb ,1,2.5
RAV358120,7/8/2015,JV,W,9,Shrub ,0,0
RAV358120,7/8/2015,JV,W,9,Bare Ground,0,0
RAV358120,7/8/2015,JV,W,9,Litter,0,0
RAV358120,7/8/2015,JV,W,9,Gravel,4,62.5
RAV358120,7/8/2015,JV,W,9,Rock,3,37.5
RAV358120,7/8/2015,JV,W,9,Crust,0,0
RAV358120,7/8/2015,JV,W,11,Cheatgrass,1,2.5
RAV358120,7/8/2015,JV,W,11,Other Ann Grass,0,0
RAV358120,7/8/2015,JV,W,11,Perennial grass,2,15
RAV358120,7/8/2015,JV,W,11,Annual forb,0,0
RAV358120,7/8/2015,JV,W,11,Perennial forb ,0,0
RAV358120,7/8/2015,JV,W,11,Shrub ,0,0
RAV358120,7/8/2015,JV,W,11,Bare Ground,0,0
RAV358120,7/8/2015,JV,W,11,Litter,1,2.5
RAV358120,7/8/2015,JV,W,11,Gravel,3,37.5
RAV358120,7/8/2015,JV,W,11,Rock,3,37.5
RAV358120,7/8/2015,JV,W,11,Crust,0,0
RAV358240,7/8/2015,JV,E,4,Cheatgrass,0,0
RAV358240,7/8/2015,JV,E,4,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,E,4,Perennial grass,0,0
RAV358240,7/8/2015,JV,E,4,Annual forb,0,0
RAV358240,7/8/2015,JV,E,4,Perennial forb ,0,0
RAV358240,7/8/2015,JV,E,4,Shrub ,0,0
RAV358240,7/8/2015,JV,E,4,Bare Ground,0,0
RAV358240,7/8/2015,JV,E,4,Litter,6,97.5
RAV358240,7/8/2015,JV,E,4,Gravel,0,0
RAV358240,7/8/2015,JV,E,4,Rock,0,0
RAV358240,7/8/2015,JV,E,4,Crust,0,0
RAV358240,7/8/2015,JV,E,6,Cheatgrass,1,2.5
RAV358240,7/8/2015,JV,E,6,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,E,6,Perennial grass,0,0
RAV358240,7/8/2015,JV,E,6,Annual forb,0,0
RAV358240,7/8/2015,JV,E,6,Perennial forb ,0,0
RAV358240,7/8/2015,JV,E,6,Shrub ,0,0
RAV358240,7/8/2015,JV,E,6,Bare Ground,0,0
RAV358240,7/8/2015,JV,E,6,Litter,6,97.5
RAV358240,7/8/2015,JV,E,6,Gravel,0,0
RAV358240,7/8/2015,JV,E,6,Rock,0,0
RAV358240,7/8/2015,JV,E,6,Crust,0,0
RAV358240,7/8/2015,JV,E,7,Cheatgrass,1,2.5
RAV358240,7/8/2015,JV,E,7,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,E,7,Perennial grass,0,0
RAV358240,7/8/2015,JV,E,7,Annual forb,0,0
RAV358240,7/8/2015,JV,E,7,Perennial forb ,0,0
RAV358240,7/8/2015,JV,E,7,Shrub ,0,0
RAV358240,7/8/2015,JV,E,7,Bare Ground,0,0
RAV358240,7/8/2015,JV,E,7,Litter,3,37.5
RAV358240,7/8/2015,JV,E,7,Gravel,2,15
RAV358240,7/8/2015,JV,E,7,Rock,1,2.5
RAV358240,7/8/2015,JV,E,7,Crust,0,0
RAV358240,7/8/2015,JV,E,10,Cheatgrass,1,2.5
RAV358240,7/8/2015,JV,E,10,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,E,10,Perennial grass,0,0
RAV358240,7/8/2015,JV,E,10,Annual forb,0,0
RAV358240,7/8/2015,JV,E,10,Perennial forb ,0,0
RAV358240,7/8/2015,JV,E,10,Shrub ,0,0
RAV358240,7/8/2015,JV,E,10,Bare Ground,0,0
RAV358240,7/8/2015,JV,E,10,Litter,0,0
RAV358240,7/8/2015,JV,E,10,Gravel,6,97.5
RAV358240,7/8/2015,JV,E,10,Rock,1,2.5
RAV358240,7/8/2015,JV,E,10,Crust,0,0
RAV358240,7/8/2015,JV,E,11,Cheatgrass,1,2.5
RAV358240,7/8/2015,JV,E,11,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,E,11,Perennial grass,0,0
RAV358240,7/8/2015,JV,E,11,Annual forb,0,0
RAV358240,7/8/2015,JV,E,11,Perennial forb ,0,0
RAV358240,7/8/2015,JV,E,11,Shrub ,0,0
RAV358240,7/8/2015,JV,E,11,Bare Ground,0,0
RAV358240,7/8/2015,JV,E,11,Litter,0,0
RAV358240,7/8/2015,JV,E,11,Gravel,6,97.5
RAV358240,7/8/2015,JV,E,11,Rock,1,2.5
RAV358240,7/8/2015,JV,E,11,Crust,0,0
RAV358240,7/8/2015,JV,N,2,Cheatgrass,2,15
RAV358240,7/8/2015,JV,N,2,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,N,2,Perennial grass,0,0
RAV358240,7/8/2015,JV,N,2,Annual forb,0,0
RAV358240,7/8/2015,JV,N,2,Perennial forb ,0,0
RAV358240,7/8/2015,JV,N,2,Shrub ,0,0
RAV358240,7/8/2015,JV,N,2,Bare Ground,0,0
RAV358240,7/8/2015,JV,N,2,Litter,6,97.5
RAV358240,7/8/2015,JV,N,2,Gravel,0,0
RAV358240,7/8/2015,JV,N,2,Rock,1,2.5
RAV358240,7/8/2015,JV,N,2,Crust,0,0
RAV358240,7/8/2015,JV,N,9,Cheatgrass,1,2.5
RAV358240,7/8/2015,JV,N,9,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,N,9,Perennial grass,1,2.5
RAV358240,7/8/2015,JV,N,9,Annual forb,0,0
RAV358240,7/8/2015,JV,N,9,Perennial forb ,0,0
RAV358240,7/8/2015,JV,N,9,Shrub ,0,0
RAV358240,7/8/2015,JV,N,9,Bare Ground,0,0
RAV358240,7/8/2015,JV,N,9,Litter,3,37.5
RAV358240,7/8/2015,JV,N,9,Gravel,2,15
RAV358240,7/8/2015,JV,N,9,Rock,1,2.5
RAV358240,7/8/2015,JV,N,9,Crust,0,0
RAV358240,7/8/2015,JV,N,12,Cheatgrass,1,2.5
RAV358240,7/8/2015,JV,N,12,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,N,12,Perennial grass,0,0
RAV358240,7/8/2015,JV,N,12,Annual forb,0,0
RAV358240,7/8/2015,JV,N,12,Perennial forb ,0,0
RAV358240,7/8/2015,JV,N,12,Shrub ,0,0
RAV358240,7/8/2015,JV,N,12,Bare Ground,0,0
RAV358240,7/8/2015,JV,N,12,Litter,1,2.5
RAV358240,7/8/2015,JV,N,12,Gravel,3,37.5
RAV358240,7/8/2015,JV,N,12,Rock,2,15
RAV358240,7/8/2015,JV,N,12,Crust,0,0
RAV358240,7/8/2015,JV,N,13,Cheatgrass,2,15
RAV358240,7/8/2015,JV,N,13,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,N,13,Perennial grass,0,0
RAV358240,7/8/2015,JV,N,13,Annual forb,0,0
RAV358240,7/8/2015,JV,N,13,Perennial forb ,0,0
RAV358240,7/8/2015,JV,N,13,Shrub ,0,0
RAV358240,7/8/2015,JV,N,13,Bare Ground,0,0
RAV358240,7/8/2015,JV,N,13,Litter,2,15
RAV358240,7/8/2015,JV,N,13,Gravel,2,15
RAV358240,7/8/2015,JV,N,13,Rock,2,15
RAV358240,7/8/2015,JV,N,13,Crust,0,0
RAV358240,7/8/2015,JV,N,15,Cheatgrass,0,0
RAV358240,7/8/2015,JV,N,15,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,N,15,Perennial grass,0,0
RAV358240,7/8/2015,JV,N,15,Annual forb,0,0
RAV358240,7/8/2015,JV,N,15,Perennial forb ,0,0
RAV358240,7/8/2015,JV,N,15,Shrub ,0,0
RAV358240,7/8/2015,JV,N,15,Bare Ground,0,0
RAV358240,7/8/2015,JV,N,15,Litter,6,97.5
RAV358240,7/8/2015,JV,N,15,Gravel,0,0
RAV358240,7/8/2015,JV,N,15,Rock,0,0
RAV358240,7/8/2015,JV,N,15,Crust,0,0
RAV358240,7/8/2015,JV,S,5,Cheatgrass,1,2.5
RAV358240,7/8/2015,JV,S,5,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,S,5,Perennial grass,0,0
RAV358240,7/8/2015,JV,S,5,Annual forb,0,0
RAV358240,7/8/2015,JV,S,5,Perennial forb ,0,0
RAV358240,7/8/2015,JV,S,5,Shrub ,0,0
RAV358240,7/8/2015,JV,S,5,Bare Ground,0,0
RAV358240,7/8/2015,JV,S,5,Litter,1,2.5
RAV358240,7/8/2015,JV,S,5,Gravel,4,62.5
RAV358240,7/8/2015,JV,S,5,Rock,2,15
RAV358240,7/8/2015,JV,S,5,Crust,0,0
RAV358240,7/8/2015,JV,S,10,Cheatgrass,1,2.5
RAV358240,7/8/2015,JV,S,10,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,S,10,Perennial grass,1,2.5
RAV358240,7/8/2015,JV,S,10,Annual forb,0,0
RAV358240,7/8/2015,JV,S,10,Perennial forb ,0,0
RAV358240,7/8/2015,JV,S,10,Shrub ,0,0
RAV358240,7/8/2015,JV,S,10,Bare Ground,0,0
RAV358240,7/8/2015,JV,S,10,Litter,3,37.5
RAV358240,7/8/2015,JV,S,10,Gravel,1,2.5
RAV358240,7/8/2015,JV,S,10,Rock,1,2.5
RAV358240,7/8/2015,JV,S,10,Crust,1,2.5
RAV358240,7/8/2015,JV,S,11,Cheatgrass,2,15
RAV358240,7/8/2015,JV,S,11,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,S,11,Perennial grass,1,2.5
RAV358240,7/8/2015,JV,S,11,Annual forb,0,0
RAV358240,7/8/2015,JV,S,11,Perennial forb ,0,0
RAV358240,7/8/2015,JV,S,11,Shrub ,0,0
RAV358240,7/8/2015,JV,S,11,Bare Ground,0,0
RAV358240,7/8/2015,JV,S,11,Litter,5,85
RAV358240,7/8/2015,JV,S,11,Gravel,1,2.5
RAV358240,7/8/2015,JV,S,11,Rock,0,0
RAV358240,7/8/2015,JV,S,11,Crust,0,0
RAV358240,7/8/2015,JV,S,13,Cheatgrass,2,15
RAV358240,7/8/2015,JV,S,13,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,S,13,Perennial grass,0,0
RAV358240,7/8/2015,JV,S,13,Annual forb,0,0
RAV358240,7/8/2015,JV,S,13,Perennial forb ,0,0
RAV358240,7/8/2015,JV,S,13,Shrub ,0,0
RAV358240,7/8/2015,JV,S,13,Bare Ground,0,0
RAV358240,7/8/2015,JV,S,13,Litter,5,85
RAV358240,7/8/2015,JV,S,13,Gravel,0,0
RAV358240,7/8/2015,JV,S,13,Rock,0,0
RAV358240,7/8/2015,JV,S,13,Crust,0,0
RAV358240,7/8/2015,JV,S,16,Cheatgrass,1,2.5
RAV358240,7/8/2015,JV,S,16,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,S,16,Perennial grass,1,2.5
RAV358240,7/8/2015,JV,S,16,Annual forb,0,0
RAV358240,7/8/2015,JV,S,16,Perennial forb ,0,0
RAV358240,7/8/2015,JV,S,16,Shrub ,0,0
RAV358240,7/8/2015,JV,S,16,Bare Ground,0,0
RAV358240,7/8/2015,JV,S,16,Litter,1,2.5
RAV358240,7/8/2015,JV,S,16,Gravel,4,62.5
RAV358240,7/8/2015,JV,S,16,Rock,1,2.5
RAV358240,7/8/2015,JV,S,16,Crust,0,0
RAV358240,7/8/2015,JV,W,6,Cheatgrass,1,2.5
RAV358240,7/8/2015,JV,W,6,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,W,6,Perennial grass,0,0
RAV358240,7/8/2015,JV,W,6,Annual forb,0,0
RAV358240,7/8/2015,JV,W,6,Perennial forb ,0,0
RAV358240,7/8/2015,JV,W,6,Shrub ,0,0
RAV358240,7/8/2015,JV,W,6,Bare Ground,0,0
RAV358240,7/8/2015,JV,W,6,Litter,0,0
RAV358240,7/8/2015,JV,W,6,Gravel,5,85
RAV358240,7/8/2015,JV,W,6,Rock,2,15
RAV358240,7/8/2015,JV,W,6,Crust,0,0
RAV358240,7/8/2015,JV,W,8,Cheatgrass,2,15
RAV358240,7/8/2015,JV,W,8,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,W,8,Perennial grass,0,0
RAV358240,7/8/2015,JV,W,8,Annual forb,0,0
RAV358240,7/8/2015,JV,W,8,Perennial forb ,0,0
RAV358240,7/8/2015,JV,W,8,Shrub ,0,0
RAV358240,7/8/2015,JV,W,8,Bare Ground,0,0
RAV358240,7/8/2015,JV,W,8,Litter,6,97.5
RAV358240,7/8/2015,JV,W,8,Gravel,0,0
RAV358240,7/8/2015,JV,W,8,Rock,1,2.5
RAV358240,7/8/2015,JV,W,8,Crust,0,0
RAV358240,7/8/2015,JV,W,10,Cheatgrass,3,37.5
RAV358240,7/8/2015,JV,W,10,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,W,10,Perennial grass,0,0
RAV358240,7/8/2015,JV,W,10,Annual forb,0,0
RAV358240,7/8/2015,JV,W,10,Perennial forb ,0,0
RAV358240,7/8/2015,JV,W,10,Shrub ,0,0
RAV358240,7/8/2015,JV,W,10,Bare Ground,0,0
RAV358240,7/8/2015,JV,W,10,Litter,4,62.5
RAV358240,7/8/2015,JV,W,10,Gravel,0,0
RAV358240,7/8/2015,JV,W,10,Rock,0,0
RAV358240,7/8/2015,JV,W,10,Crust,0,0
RAV358240,7/8/2015,JV,W,13,Cheatgrass,2,15
RAV358240,7/8/2015,JV,W,13,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,W,13,Perennial grass,0,0
RAV358240,7/8/2015,JV,W,13,Annual forb,0,0
RAV358240,7/8/2015,JV,W,13,Perennial forb ,0,0
RAV358240,7/8/2015,JV,W,13,Shrub ,0,0
RAV358240,7/8/2015,JV,W,13,Bare Ground,0,0
RAV358240,7/8/2015,JV,W,13,Litter,5,85
RAV358240,7/8/2015,JV,W,13,Gravel,0,0
RAV358240,7/8/2015,JV,W,13,Rock,1,2.5
RAV358240,7/8/2015,JV,W,13,Crust,0,0
RAV358240,7/8/2015,JV,W,14,Cheatgrass,2,15
RAV358240,7/8/2015,JV,W,14,Other Ann Grass,0,0
RAV358240,7/8/2015,JV,W,14,Perennial grass,0,0
RAV358240,7/8/2015,JV,W,14,Annual forb,0,0
RAV358240,7/8/2015,JV,W,14,Perennial forb ,0,0
RAV358240,7/8/2015,JV,W,14,Shrub ,0,0
RAV358240,7/8/2015,JV,W,14,Bare Ground,0,0
RAV358240,7/8/2015,JV,W,14,Litter,5,85
RAV358240,7/8/2015,JV,W,14,Gravel,0,0
RAV358240,7/8/2015,JV,W,14,Rock,2,15
RAV358240,7/8/2015,JV,W,14,Crust,0,0
RAV358360,7/8/2015,PW,E,5,Cheatgrass,0,0
RAV358360,7/8/2015,PW,E,5,Other Ann Grass,0,0
RAV358360,7/8/2015,PW,E,5,Perennial grass,1,2.5
RAV358360,7/8/2015,PW,E,5,Annual forb,0,0
RAV358360,7/8/2015,PW,E,5,Perennial forb ,0,0
RAV358360,7/8/2015,PW,E,5,Shrub ,0,0
RAV358360,7/8/2015,PW,E,5,Bare Ground,5,85
RAV358360,7/8/2015,PW,E,5,Litter,2,15
RAV358360,7/8/2015,PW,E,5,Gravel,2,15
RAV358360,7/8/2015,PW,E,5,Rock,1,2.5
RAV358360,7/8/2015,PW,E,5,Crust,0,0
RAV358360,7/8/2015,PW,E,6,Cheatgrass,0,0
RAV358360,7/8/2015,PW,E,6,Other Ann Grass,0,0
RAV358360,7/8/2015,PW,E,6,Perennial grass,1,2.5
RAV358360,7/8/2015,PW,E,6,Annual forb,0,0
RAV358360,7/8/2015,PW,E,6,Perennial forb ,0,0
RAV358360,7/8/2015,PW,E,6,Shrub ,0,0
RAV358360,7/8/2015,PW,E,6,Bare Ground,4,62.5
RAV358360,7/8/2015,PW,E,6,Litter,2,15
RAV358360,7/8/2015,PW,E,6,Gravel,3,37.5
RAV358360,7/8/2015,PW,E,6,Rock,2,15
RAV358360,7/8/2015,PW,E,6,Crust,0,0
RAV358360,7/8/2015,PW,E,8,Cheatgrass,0,0
RAV358360,7/8/2015,PW,E,8,Other Ann Grass,0,0
RAV358360,7/8/2015,PW,E,8,Perennial grass,1,2.5
RAV358360,7/8/2015,PW,E,8,Annual forb,1,2.5
RAV358360,7/8/2015,PW,E,8,Perennial forb ,0,0
RAV358360,7/8/2015,PW,E,8,Shrub ,0,0
RAV358360,7/8/2015,PW,E,8,Bare Ground,3,37.5
RAV358360,7/8/2015,PW,E,8,Litter,2,15
RAV358360,7/8/2015,PW,E,8,Gravel,3,37.5
RAV358360,7/8/2015,PW,E,8,Rock,1,2.5
RAV358360,7/8/2015,PW,E,8,Crust,0,0
RAV358360,7/8/2015,PW,E,14,Cheatgrass,0,0
RAV358360,7/8/2015,PW,E,14,Other Ann Grass,0,0
RAV358360,7/8/2015,PW,E,14,Perennial grass,2,15
RAV358360,7/8/2015,PW,E,14,Annual forb,0,0
RAV358360,7/8/2015,PW,E,14,Perennial forb ,0,0
RAV358360,7/8/2015,PW,E,14,Shrub ,0,0
RAV358360,7/8/2015,PW,E,14,Bare Ground,2,15
RAV358360,7/8/2015,PW,E,14,Litter,4,62.5
RAV358360,7/8/2015,PW,E,14,Gravel,1,2.5
RAV358360,7/8/2015,PW,E,14,Rock,1,2.5
RAV358360,7/8/2015,PW,E,14,Crust,1,2.5
RAV358360,7/8/2015,PW,E,16,Cheatgrass,1,2.5
RAV358360,7/8/2015,PW,E,16,Other Ann Grass,0,0
RAV358360,7/8/2015,PW,E,16,Perennial grass,1,2.5
RAV358360,7/8/2015,PW,E,16,Annual forb,0,0
RAV358360,7/8/2015,PW,E,16,Perennial forb ,0,0
RAV358360,7/8/2015,PW,E,16,Shrub ,0,0
RAV358360,7/8/2015,PW,E,16,Bare Ground,1,2.5
RAV358360,7/8/2015,PW,E,16,Litter,6,97.5
RAV358360,7/8/2015,PW,E,16,Gravel,1,2.5
RAV358360,7/8/2015,PW,E,16,Rock,0,0
RAV358360,7/8/2015,PW,E,16,Crust,0,0
RAV358360,7/8/2015,PW,N,2,Cheatgrass,0,0
RAV358360,7/8/2015,PW,N,2,Other Ann Grass,0,0
RAV358360,7/8/2015,PW,N,2,Perennial grass,1,2.5
RAV358360,7/8/2015,PW,N,2,Annual forb,0,0
RAV358360,7/8/2015,PW,N,2,Perennial forb ,1,2.5
RAV358360,7/8/2015,PW,N,2,Shrub ,0,0
RAV358360,7/8/2015,PW,N,2,Bare Ground,2,15
RAV358360,7/8/2015,PW,N,2,Litter,1,2.5
RAV358360,7/8/2015,PW,N,2,Gravel,4,62.5
RAV358360,7/8/2015,PW,N,2,Rock,2,15
RAV358360,7/8/2015,PW,N,2,Crust,0,0
RAV358360,7/8/2015,PW,N,4,Cheatgrass,1,2.5
RAV358360,7/8/2015,PW,N,4,Other Ann Grass,0,0
RAV358360,7/8/2015,PW,N,4,Perennial grass,1,2.5
RAV358360,7/8/2015,PW,N,4,Annual forb,0,0
RAV358360,7/8/2015,PW,N,4,Perennial forb ,0,0
RAV358360,7/8/2015,PW,N,4,Shrub ,0,0
RAV358360,7/8/2015,PW,N,4,Bare Ground,1,2.5
RAV358360,7/8/2015,PW,N,4,Litter,5,85
RAV358360,7/8/2015,PW,N,4,Gravel,1,2.5
RAV358360,7/8/2015,PW,N,4,Rock,1,2.5
RAV358360,7/8/2015,PW,N,4,Crust,0,0
RAV358360,7/8/2015,PW,N,9,Cheatgrass,0,0
RAV358360,7/8/2015,PW,N,9,Other Ann Grass,0,0
RAV358360,7/8/2015,PW,N,9,Perennial grass,2,15
RAV358360,7/8/2015,PW,N,9,Annual forb,0,0
RAV358360,7/8/2015,PW,N,9,Perennial forb ,0,0
RAV358360,7/8/2015,PW,N,9,Shrub ,0,0
RAV358360,7/8/2015,PW,N,9,Bare Ground,3,37.5
RAV358360,7/8/2015,PW,N,9,Litter,3,37.5
RAV358360,7/8/2015,PW,N,9,Gravel,2,15
RAV358360,7/8/2015,PW,N,9,Rock,1,2.5
RAV358360,7/8/2015,PW,N,9,Crust,0,0
RAV358360,7/8/2015,PW,N,10,Cheatgrass,0,0
RAV358360,7/8/2015,PW,N,10,Other Ann Grass,0,0
RAV358360,7/8/2015,PW,N,10,Perennial grass,2,15
RAV358360,7/8/2015,PW,N,10,Annual forb,0,0
RAV358360,7/8/2015,PW,N,10,Perennial forb ,0,0
RAV358360,7/8/2015,PW,N,10,Shrub ,0,0
RAV358360,7/8/2015,PW,N,10,Bare Ground,3,37.5
RAV358360,7/8/2015,PW,N,10,Litter,3,37.5
RAV358360,7/8/2015,PW,N,10,Gravel,2,15
RAV358360,7/8/2015,PW,N,10,Rock,2,15
RAV358360,7/8/2015,PW,N,10,Crust,1,2.5
RAV358360,7/8/2015,PW,N,14,Cheatgrass,0,0
RAV358360,7/8/2015,PW,N,14,Other Ann Grass,0,0
RAV358360,7/8/2015,PW,N,14,Perennial grass,2,15
RAV358360,7/8/2015,PW,N,14,Annual forb,0,0
RAV358360,7/8/2015,PW,N,14,Perennial forb ,1,2.5
RAV358360,7/8/2015,PW,N,14,Shrub ,0,0
RAV358360,7/8/2015,PW,N,14,Bare Ground,2,15
RAV358360,7/8/2015,PW,N,14,Litter,3,37.5
RAV358360,7/8/2015,PW,N,14,Gravel,3,37.5
RAV358360,7/8/2015,PW,N,14,Rock,2,15
RAV358360,7/8/2015,PW,N,14,Crust,1,2.5
RAV358360,7/8/2015,PW,S,2,Cheatgrass,0,0
RAV358360,7/8/2015,PW,S,2,Other Ann Grass,0,0
RAV358360,7/8/2015,PW,S,2,Perennial grass,1,2.5
RAV358360,7/8/2015,PW,S,2,Annual forb,0,0
RAV358360,7/8/2015,PW,S,2,Perennial forb ,0,0
RAV358360,7/8/2015,PW,S,2,Shrub ,0,0
RAV358360,7/8/2015,PW,S,2,Bare Ground,5,85
RAV358360,7/8/2015,PW,S,2,Litter,2,15
RAV358360,7/8/2015,PW,S,2,Gravel,2,15
RAV358360,7/8/2015,PW,S,2,Rock,0,0
RAV358360,7/8/2015,PW,S,2,Crust,0,0
RAV358360,7/8/2015,PW,S,4,Cheatgrass,0,0
RAV358360,7/8/2015,PW,S,4,Other Ann Grass,0,0
RAV358360,7/8/2015,PW,S,4,Perennial grass,2,15
RAV358360,7/8/2015,PW,S,4,Annual forb,0,0
RAV358360,7/8/2015,PW,S,4,Perennial forb ,0,0
RAV358360,7/8/2015,PW,S,4,Shrub ,0,0
RAV358360,7/8/2015,PW,S,4,Bare Ground,2,15
RAV358360,7/8/2015,PW,S,4,Litter,4,62.5
RAV358360,7/8/2015,PW,S,4,Gravel,1,2.5
RAV358360,7/8/2015,PW,S,4,Rock,0,0
RAV358360,7/8/2015,PW,S,4,Crust,0,0
RAV358360,7/8/2015,PW,S,5,Cheatgrass,0,0
RAV358360,7/8/2015,PW,S,5,Other Ann Grass,0,0
RAV358360,7/8/2015,PW,S,5,Perennial grass,2,15
RAV358360,7/8/2015,PW,S,5,Annual forb,0,0
RAV358360,7/8/2015,PW,S,5,Perennial forb ,0,0
RAV358360,7/8/2015,PW,S,5,Shrub ,0,0
RAV358360,7/8/2015,PW,S,5,Bare Ground,1,2.5
RAV358360,7/8/2015,PW,S,5,Litter,5,85
RAV358360,7/8/2015,PW,S,5,Gravel,0,0
RAV358360,7/8/2015,PW,S,5,Rock,0,0
RAV358360,7/8/2015,PW,S,5,Crust,0,0
RAV358360,7/8/2015,PW,S,11,Cheatgrass,0,0
RAV358360,7/8/2015,PW,S,11,Other Ann Grass,0,0
RAV358360,7/8/2015,PW,S,11,Perennial grass,2,15
RAV358360,7/8/2015,PW,S,11,Annual forb,0,0
RAV358360,7/8/2015,PW,S,11,Perennial forb ,1,2.5
RAV358360,7/8/2015,PW,S,11,Shrub ,2,15
RAV358360,7/8/2015,PW,S,11,Bare Ground,3,37.5
RAV358360,7/8/2015,PW,S,11,Litter,1,2.5
RAV358360,7/8/2015,PW,S,11,Gravel,2,15
RAV358360,7/8/2015,PW,S,11,Rock,1,2.5
RAV358360,7/8/2015,PW,S,11,Crust,0,0
RAV358360,7/8/2015,PW,S,15,Cheatgrass,0,0
RAV358360,7/8/2015,PW,S,15,Other Ann Grass,0,0
RAV358360,7/8/2015,PW,S,15,Perennial grass,2,15
RAV358360,7/8/2015,PW,S,15,Annual forb,0,0
RAV358360,7/8/2015,PW,S,15,Perennial forb ,0,0
RAV358360,7/8/2015,PW,S,15,Shrub ,0,0
RAV358360,7/8/2015,PW,S,15,Bare Ground,4,62.5
RAV358360,7/8/2015,PW,S,15,Litter,2,15
RAV358360,7/8/2015,PW,S,15,Gravel,2,15
RAV358360,7/8/2015,PW,S,15,Rock,0,0
RAV358360,7/8/2015,PW,S,15,Crust,1,2.5
RAV358360,7/8/2015,PW,W,6,Cheatgrass,0,0
RAV358360,7/8/2015,PW,W,6,Other Ann Grass,0,0
RAV358360,7/8/2015,PW,W,6,Perennial grass,2,15
RAV358360,7/8/2015,PW,W,6,Annual forb,0,0
RAV358360,7/8/2015,PW,W,6,Perennial forb ,1,2.5
RAV358360,7/8/2015,PW,W,6,Shrub ,0,0
RAV358360,7/8/2015,PW,W,6,Bare Ground,3,37.5
RAV358360,7/8/2015,PW,W,6,Litter,2,15
RAV358360,7/8/2015,PW,W,6,Gravel,3,37.5
RAV358360,7/8/2015,PW,W,6,Rock,0,0
RAV358360,7/8/2015,PW,W,6,Crust,1,2.5
RAV358360,7/8/2015,PW,W,7,Cheatgrass,0,0
RAV358360,7/8/2015,PW,W,7,Other Ann Grass,0,0
RAV358360,7/8/2015,PW,W,7,Perennial grass,2,15
RAV358360,7/8/2015,PW,W,7,Annual forb,1,2.5
RAV358360,7/8/2015,PW,W,7,Perennial forb ,0,0
RAV358360,7/8/2015,PW,W,7,Shrub ,0,0
RAV358360,7/8/2015,PW,W,7,Bare Ground,4,62.5
RAV358360,7/8/2015,PW,W,7,Litter,2,15
RAV358360,7/8/2015,PW,W,7,Gravel,2,15
RAV358360,7/8/2015,PW,W,7,Rock,2,15
RAV358360,7/8/2015,PW,W,7,Crust,1,2.5
RAV358360,7/8/2015,PW,W,8,Cheatgrass,0,0
RAV358360,7/8/2015,PW,W,8,Other Ann Grass,0,0
RAV358360,7/8/2015,PW,W,8,Perennial grass,2,15
RAV358360,7/8/2015,PW,W,8,Annual forb,2,15
RAV358360,7/8/2015,PW,W,8,Perennial forb ,1,2.5
RAV358360,7/8/2015,PW,W,8,Shrub ,0,0
RAV358360,7/8/2015,PW,W,8,Bare Ground,2,15
RAV358360,7/8/2015,PW,W,8,Litter,4,62.5
RAV358360,7/8/2015,PW,W,8,Gravel,1,2.5
RAV358360,7/8/2015,PW,W,8,Rock,0,0
RAV358360,7/8/2015,PW,W,8,Crust,1,2.5
RAV358360,7/8/2015,PW,W,14,Cheatgrass,0,0
RAV358360,7/8/2015,PW,W,14,Other Ann Grass,0,0
